a,b,x,y,a,b,x,y
46,65,-416858926,541197458,,,,
46,70,-1627795190,-1695732140,,,,
46,70,1815725179,1696436926,,,,
46,70,631063387,-451461649,,,,
46,71,-1251678407,701335830,,,,
46,74,32601780,1496669420,,,,
46,78,1039913547,-691770931,,,,
46,79,292424527,-2105981322,,,,
46,79,76048557,-981272973,,,,
46,82,-1773599155,-400930151,,,,
46,87,-1019620559,-1545665917,,,,
46,92,-1999456336,1482115507,,,,
46,92,-919485856,-1182651905,,,,
47,3,-1791256623,-699621039,,,,
47,4,-2047583657,895723970,,,,
47,14,-1303063238,1519279966,,,,
,,,,46,47,-1468861392,-589094241
,,,,46,47,-216200280,-438157719
,,,,46,52,-665346987,-329472137
,,,,46,53,1536965789,-1529616443
,,,,46,53,-1476743089,-900709834
,,,,46,56,1463900547,-1525468039
,,,,46,64,1949512251,511181419
,,,,46,73,-1695340606,1956546466
,,,,46,73,-401047778,-86889744
,,,,46,77,-1506621291,-1146714902
,,,,46,77,-627916916,-965202543
,,,,46,81,-600648596,790322728
,,,,46,88,1935114136,-595134005
,,,,46,89,1361451058,-2125350378
,,,,46,95,1474197557,-722293301
,,,,46,95,-476886178,-2033308208
,,,,46,97,-852617035,2037054547
,,,,46,98,-1436929950,-828592146
,,,,47,5,-596128228,59499689
46,48,869902906,-1453970709,46,48,1052434584,2042305449
46,49,-745227625,1532685458,46,49,-1965325337,1885942274
46,49,-745227625,1532685458,46,49,739164576,47598228
46,49,-1009457802,460766085,46,49,-1965325337,1885942274
46,49,-1009457802,460766085,46,49,739164576,47598228
46,49,-883828916,1534048333,46,49,-1965325337,1885942274
46,49,-883828916,1534048333,46,49,739164576,47598228
46,54,284084957,828450910,46,54,-294902969,-1292856602
46,55,984197734,-573596178,46,55,-1183021238,-1532453277
46,58,393786745,1369206407,46,58,1260480331,-1486678177
46,59,-887095598,547805227,46,59,1133142033,-1422372443
46,59,-887095598,547805227,46,59,721553731,-2036992368
46,62,-1708205676,-955665102,46,62,1189910183,-835147879
46,62,-1708205676,-955665102,46,62,-1778552698,-318372807
46,62,504090410,-1729617124,46,62,1189910183,-835147879
46,62,504090410,-1729617124,46,62,-1778552698,-318372807
46,68,1917954521,1063206681,46,68,-2114760295,366155417
46,69,491374524,-391240472,46,69,-1073978370,1191512442
46,69,491374524,-391240472,46,69,-551248904,-1962980457
46,72,-2117280521,2099980420,46,72,-2059087847,-1264311629
46,76,2088626801,-486697576,46,76,389971056,-1622824491
46,80,-1964619788,-1611890709,46,80,-1119309338,-763525362
46,80,169721109,-1077525216,46,80,-1119309338,-763525362
46,85,-320601908,-574808973,46,85,-1163114902,-1962906233
46,86,128578125,685330523,46,86,1976028051,-1690950796
46,90,675669088,2120136454,46,90,-1234928968,700078331
46,91,2020721985,-1843767878,46,91,-1261610330,-1684751099
46,93,-2075088952,-2003734290,46,93,-1398068800,227460299
46,93,-2075088952,-2003734290,46,93,-617572619,-1266456113
46,93,-2075088952,-2003734290,46,93,1930555655,-1836532283
46,93,-5332715,903532993,46,93,-1398068800,227460299
46,93,-5332715,903532993,46,93,-617572619,-1266456113
46,93,-5332715,903532993,46,93,1930555655,-1836532283
46,94,54124203,-809807599,46,94,1038733910,-627372729
46,94,-783456941,-1586973280,46,94,1038733910,-627372729
46,96,363642543,2046056996,46,96,1880196372,377822151
46,99,2023865016,1244416190,46,99,1788635459,-970638016
47,0,-49273456,-1538569568,47,0,185562242,997692635
47,0,-49273456,-1538569568,47,0,214717130,-997578184
47,0,652974545,847553795,47,0,185562242,997692635
47,0,652974545,847553795,47,0,214717130,-997578184
47,0,-1776269645,724924635,47,0,185562242,997692635
47,0,-1776269645,724924635,47,0,214717130,-997578184
47,1,-1377755890,-1595077368,47,1,-1924655629,-2069934971
47,2,-316911629,-315481850,47,2,340614940,1368178449
47,2,479260566,-1878384947,47,2,340614940,1368178449
47,7,-260981998,883665772,47,7,-178238805,1092751948
47,7,2137819025,314563186,47,7,-178238805,1092751948
47,8,2086348719,527556166,47,8,-1494066662,1966662505
47,9,-753786235,360868093,47,9,-509865668,593776910
47,9,-753786235,360868093,47,9,518760050,-658411617
47,9,-753786235,360868093,47,9,500513831,-1094248018
47,9,-753786235,360868093,47,9,1794386870,-695176866
47,10,-1509276840,1218726321,47,10,1042920919,-1740170642
47,10,-1509276840,1218726321,47,10,1854372914,-1954594526
47,13,-1252243225,-1217247290,47,13,682962361,-604034971
47,15,-451622380,-438971707,,,,
47,15,-2033118785,-939250454,,,,
47,18,-390044576,-868389505,,,,
47,25,1356917402,788452617,,,,
47,26,2003877594,2126789042,,,,
47,28,-526453092,156848085,,,,
47,28,-1231726623,1685619225,,,,
47,28,1348502156,-341303272,,,,
47,29,-683792845,-809599069,,,,
47,29,1522901935,-2102052856,,,,
47,32,450288098,311597401,,,,
47,37,1920968851,1035563916,,,,
47,37,-590572710,956419891,,,,
47,37,139632770,475555273,,,,
47,41,-1668164898,-859605780,,,,
47,41,-1161068502,-788692326,,,,
47,42,1839544259,-2012502511,,,,
47,42,-333846464,1316809301,,,,
47,42,-2038569238,-229432548,,,,
47,43,292488792,1937888919,,,,
47,47,-1635791309,1071013740,,,,
47,48,-2076910518,-2007298153,,,,
47,48,-104499540,-1565768545,,,,
47,52,-293546593,547803734,,,,
47,53,729363553,443009485,,,,
47,53,-745281952,-209683323,,,,
47,57,-1636546802,-2146010112,,,,
47,63,-1888690787,-1154024205,,,,
47,64,-167478728,1324476969,,,,
47,68,369819060,1348348981,,,,
47,70,-815167726,1341075891,,,,
47,70,-1011126727,-1130371280,,,,
47,74,-802001604,1507929753,,,,
,,,,47,20,-1624299416,-1087008290
,,,,47,21,44359008,-2000733682
,,,,47,24,-1632935096,1329959457
,,,,47,24,1792076616,-1307674603
,,,,47,24,-1708960589,-1974639894
,,,,47,27,-1500140346,-2056639285
,,,,47,30,-1699348730,1827344900
,,,,47,30,-341113287,-1070392765
,,,,47,30,-618417375,-235797327
,,,,47,30,-885388870,-86909681
,,,,47,31,-1848129867,2147387947
,,,,47,31,1300978505,761331158
,,,,47,31,-1915562330,832129895
,,,,47,31,-957318669,-1177488646
,,,,47,39,1429365609,1409978255
,,,,47,40,1864347153,-1706287235
,,,,47,56,1711955620,-786135354
,,,,47,58,-1844335082,617825302
,,,,47,58,1469852223,11881349
,,,,47,69,404876123,-1115555969
47,16,1381763788,1627362525,47,16,1040672708,1522981212
47,17,12263356,1862406711,47,17,643976909,-1768245343
47,17,-1936536603,-1965828701,47,17,643976909,-1768245343
47,19,1399001290,-89220312,47,19,114544789,-302938541
47,19,1399001290,-89220312,47,19,-623888769,604739407
47,22,607398934,211265481,47,22,2091486837,696494671
47,22,544928792,-850000875,47,22,2091486837,696494671
47,22,1928636416,-298447557,47,22,2091486837,696494671
47,33,1204590157,1434002849,47,33,543905811,569076851
47,33,501314655,451707343,47,33,543905811,569076851
47,34,-899445295,-2011115791,47,34,1565939851,2145131889
47,34,-899445295,-2011115791,47,34,-1966008016,-1383780021
47,34,1362062318,1402151836,47,34,1565939851,2145131889
47,34,1362062318,1402151836,47,34,-1966008016,-1383780021
47,36,107253116,655820135,47,36,-498307431,-550222497
47,36,107253116,655820135,47,36,1581484402,1859624882
47,36,-1259429451,777561598,47,36,-498307431,-550222497
47,36,-1259429451,777561598,47,36,1581484402,1859624882
47,38,-1306670883,178221707,47,38,1866643738,-233873521
47,44,-547337467,847489163,47,44,382019488,-610741642
47,44,394816330,880192986,47,44,382019488,-610741642
47,45,352771109,-1146371950,47,45,-1938455903,412693579
47,45,352771109,-1146371950,47,45,495643486,-1463132921
47,49,1107838163,682609276,47,49,-716764612,-1740061491
47,49,1107838163,682609276,47,49,2026499778,1656132532
47,50,308007552,-1074359118,47,50,2101848083,-1501483821
47,55,1386708373,-865824280,47,55,684731032,-565290219
47,55,1386708373,-865824280,47,55,-250704200,1483804261
47,55,1386708373,-865824280,47,55,-1708170732,-2007208058
47,60,-1540802097,421182122,47,60,-1032424765,-926174636
47,61,-54001114,222189442,47,61,-224464740,-915546139
47,62,-645680638,-588962640,47,62,1262643653,-1605809837
47,62,-645680638,-588962640,47,62,-1797206229,2027784894
47,62,1762590603,-1598341289,47,62,1262643653,-1605809837
47,62,1762590603,-1598341289,47,62,-1797206229,2027784894
47,66,1215265884,-272106059,47,66,-1532737722,-1635160535
47,66,1215265884,-272106059,47,66,-279816714,517808348
47,66,-1055520428,130306985,47,66,-1532737722,-1635160535
47,66,-1055520428,130306985,47,66,-279816714,517808348
47,66,-2056373159,1624181114,47,66,-1532737722,-1635160535
47,66,-2056373159,1624181114,47,66,-279816714,517808348
47,67,-1155910776,1520730437,47,67,1711369491,1329084495
47,67,2099895003,-1019585654,47,67,1711369491,1329084495
47,72,270029632,1254095719,47,72,1033746951,-306594251
47,72,-1822456471,-1704911807,47,72,1033746951,-306594251
47,72,-820514807,1353567640,47,72,1033746951,-306594251
47,72,1815187276,958434730,47,72,1033746951,-306594251
47,75,-1993990958,1487367194,,,,
47,77,1021851533,977037840,,,,
47,91,-1391907693,-1395975128,,,,
47,95,-180187149,-1824873216,,,,
47,96,293608672,-2015993242,,,,
47,97,-1361150219,898047504,,,,
48,0,-1522889957,220030915,,,,
48,0,-2096277853,1911857944,,,,
48,1,-287386481,-64713175,,,,
48,3,-641867446,339145373,,,,
48,3,-380283474,-667187830,,,,
48,6,-1148414354,829342973,,,,
48,6,603384551,1625935608,,,,
48,6,609516934,1265548898,,,,
48,7,568103400,672106470,,,,
48,7,2108777806,-1676068083,,,,
48,11,1634308987,1655549617,,,,
48,13,781657275,1364378272,,,,
48,19,-2032595166,1335801545,,,,
48,20,1796607907,325461908,,,,
48,22,2105365509,94582281,,,,
48,22,-9198842,1894788015,,,,
48,25,-581398751,-531796249,,,,
48,25,1932080870,-282553149,,,,
48,25,1790931176,-2033922083,,,,
48,27,891928777,726894698,,,,
48,27,394825102,-979741464,,,,
48,33,-6567412,-911181244,,,,
48,36,-1540948808,-1360364965,,,,
48,37,-1731694267,-776919509,,,,
48,40,1928638877,1778840673,,,,
48,40,1340727007,1375102448,,,,
48,41,-1331100703,-2114030943,,,,
48,42,-620416687,-1292081572,,,,
,,,,47,78,459837183,-113402371
,,,,47,78,-1292182265,-792813353
,,,,47,90,410632643,-314370768
,,,,47,93,-649117211,1911077694
,,,,47,94,-1762928211,1888165130
,,,,47,94,236407703,-1959793591
,,,,48,2,-1290974384,1433416346
,,,,48,2,1737289384,453507941
,,,,48,12,-106949687,-1656254614
,,,,48,17,-1434211861,-984272096
,,,,48,17,-1361384519,-1569433904
,,,,48,21,625109044,1160372289
,,,,48,29,-997386069,750533401
,,,,48,30,2080314697,-520404477
,,,,48,30,597102632,-70152284
,,,,48,32,-1162169072,-2128338848
,,,,48,44,258429310,657389115
47,80,1576666755,527742099,47,80,421143660,-1263372548
47,81,-1921021394,1412263202,47,81,-941181968,224611751
47,82,1114247764,-974465446,47,82,311694143,-1923605886
47,82,2087860647,137203806,47,82,311694143,-1923605886
47,83,-1500729186,837976560,47,83,492022776,-1552444107
47,84,-1673579174,-736728860,47,84,-1981086096,-2077326282
47,86,973601421,1876931121,47,86,-703737995,-1219629906
47,86,973601421,1876931121,47,86,-1911196653,450311626
47,86,-514440959,1501354053,47,86,-703737995,-1219629906
47,86,-514440959,1501354053,47,86,-1911196653,450311626
47,86,1235428405,-518948975,47,86,-703737995,-1219629906
47,86,1235428405,-518948975,47,86,-1911196653,450311626
47,87,1528526848,656025699,47,87,514388976,-1318502592
47,88,377842026,-917078596,47,88,-444626655,156593876
47,89,1894761676,1277314606,47,89,-1676795526,622298759
47,92,-1911496074,-822524241,47,92,1987025889,-1693874698
47,92,-2087196680,-946768488,47,92,1987025889,-1693874698
47,98,-958038002,-293705798,47,98,-965286874,1609957662
47,98,-958038002,-293705798,47,98,-1070440540,-1133102662
47,99,-811428065,1480071782,47,99,-1217641708,-1837711377
47,99,-811428065,1480071782,47,99,535990689,-664791019
47,99,453946912,-809204713,47,99,-1217641708,-1837711377
47,99,453946912,-809204713,47,99,535990689,-664791019
47,99,-1599938940,-626215604,47,99,-1217641708,-1837711377
47,99,-1599938940,-626215604,47,99,535990689,-664791019
47,99,1078046599,-719267881,47,99,-1217641708,-1837711377
47,99,1078046599,-719267881,47,99,535990689,-664791019
48,8,-2030885407,-770319917,48,8,-2040274967,515695851
48,10,1530185431,-816012503,48,10,1102885915,-955033684
48,10,1530185431,-816012503,48,10,1800012053,912250570
48,16,614815730,-891617961,48,16,2086432360,786995793
48,16,614815730,-891617961,48,16,1998824720,-2022006789
48,16,2096280101,311067950,48,16,2086432360,786995793
48,16,2096280101,311067950,48,16,1998824720,-2022006789
48,18,-2023365807,1765710767,48,18,1309454806,-828592150
48,18,1404469192,-1596394463,48,18,1309454806,-828592150
48,23,-1170301302,212423361,48,23,-422284898,844237259
48,24,117883173,-523888701,48,24,2020705372,-902520564
48,24,117883173,-523888701,48,24,110256550,1416299702
48,24,117883173,-523888701,48,24,-705502905,-553212764
48,24,117883173,-523888701,48,24,-314320221,-801662845
48,26,-398705115,1403515620,48,26,-589655017,1039567548
48,34,380598196,-513645054,48,34,-427086944,-140397444
48,34,-513840184,-1595292469,48,34,-427086944,-140397444
48,39,1747684387,753894689,48,39,1815145074,2004139693
48,39,-275584390,1395452548,48,39,1815145074,2004139693
48,43,86369782,-460784475,48,43,762054469,-625094482
48,43,739778994,570821127,48,43,762054469,-625094482
48,45,-1806869452,-241315183,48,45,1699755726,-42042935
48,46,-425741842,1374528192,,,,
48,49,-346657451,-680204941,,,,
48,50,630979365,339671420,,,,
48,52,-105059136,-70342193,,,,
48,55,-81366126,878945442,,,,
48,56,-106633867,1424501488,,,,
48,64,-1340460844,1204827706,,,,
48,67,1402203431,-1855612537,,,,
48,67,1167749128,1541303781,,,,
48,67,-796475591,722364968,,,,
48,67,-66649814,1984488821,,,,
48,70,-165537916,-398794048,,,,
48,70,1603270262,-1706470747,,,,
48,72,-939623924,-1158844334,,,,
48,72,26336945,-1788231732,,,,
48,73,-1382147267,-1416270065,,,,
48,73,-1974214050,181834917,,,,
48,73,609557071,-471412027,,,,
48,83,1646831301,-368533678,,,,
48,83,1121245495,910875666,,,,
48,85,1980335532,1633506787,,,,
48,91,1096253486,-2059211674,,,,
48,91,2021944505,-1511030759,,,,
48,91,-1028263296,1743123696,,,,
48,91,-416210934,1067574093,,,,
48,92,614729114,1198461206,,,,
48,95,-550796528,1618670881,,,,
,,,,48,47,-1899495629,69225668
,,,,48,68,627895323,-437464679
,,,,48,74,1022555539,1352553595
,,,,48,74,471097576,-2047458514
,,,,48,74,-1100359973,720369285
,,,,48,75,-1321279193,-296586021
,,,,48,75,435449965,-243100820
,,,,48,76,1464076794,1602150708
,,,,48,77,1290069951,-1538607367
,,,,48,79,-682560003,-1649193078
,,,,48,81,1654955412,300019279
,,,,48,81,-680363611,-1955758928
,,,,48,94,921540324,-1221645087
48,45,-1806869452,-241315183,48,45,-1969473050,-1459790898
48,45,-362144966,-1446868356,48,45,1699755726,-42042935
48,45,-362144966,-1446868356,48,45,-1969473050,-1459790898
48,48,-974671829,1789619309,48,48,-822001624,1574969093
48,51,-867571139,1570182933,48,51,813555259,1227331358
48,51,-867571139,1570182933,48,51,-643904465,832545808
48,51,-1247879064,1670621441,48,51,813555259,1227331358
48,51,-1247879064,1670621441,48,51,-643904465,832545808
48,53,-939487966,-1033301606,48,53,1028306276,-315406924
48,53,-1024866404,-1077931106,48,53,1028306276,-315406924
48,57,1599020618,-1018254943,48,57,1755019059,1070066794
48,57,1599020618,-1018254943,48,57,1269042043,-1246289000
48,58,373484509,-1796418032,48,58,-622539428,632787217
48,59,468279702,-1210276785,48,59,2081375741,985965357
48,59,468279702,-1210276785,48,59,-1250137568,-988845364
48,59,-2039529842,1967882985,48,59,2081375741,985965357
48,59,-2039529842,1967882985,48,59,-1250137568,-988845364
48,60,-1097253023,1870281361,48,60,-947206360,810522794
48,60,587503935,1716369801,48,60,-947206360,810522794
48,60,924693293,806313230,48,60,-947206360,810522794
48,61,-1864013418,1389584270,48,61,1775748805,-1732752768
48,61,1654225637,966622647,48,61,1775748805,-1732752768
48,61,-799424115,2077091924,48,61,1775748805,-1732752768
48,63,-1207569206,-363638043,48,63,-683846449,-1204760458
48,65,762314823,1092490743,48,65,1587638691,-766725906
48,66,582865571,1806490461,48,66,-641590426,1353366428
48,66,1657046318,828475914,48,66,-641590426,1353366428
48,71,-1941275962,-1312758822,48,71,1945736974,-1221928072
48,71,-1941275962,-1312758822,48,71,1952582717,-1324665215
48,71,-1941275962,-1312758822,48,71,-927734619,1400275482
48,71,-1941275962,-1312758822,48,71,-481765016,-529005084
48,71,-1941275962,-1312758822,48,71,-941323224,-939662321
48,78,-1276087906,459068141,48,78,-273337691,-183093673
48,80,1692364060,-1837621832,48,80,1397804705,170354242
48,82,-279211981,1533471561,48,82,-564607798,-1588750461
48,82,-279211981,1533471561,48,82,-368219512,2109138182
48,82,-1492516943,1455598418,48,82,-564607798,-1588750461
48,82,-1492516943,1455598418,48,82,-368219512,2109138182
48,84,1602045111,-273184600,48,84,1323511360,1812234589
48,84,1602045111,-273184600,48,84,-7654395,1620596255
48,84,1602045111,-273184600,48,84,-533379329,1695034962
48,86,820884154,369471150,48,86,1210018095,1182497907
48,86,820884154,369471150,48,86,-478481703,-1739775428
48,86,820884154,369471150,48,86,-1119194484,472423176
48,87,435142722,1968707091,48,87,586668701,-114976363
48,88,1946590275,1266389300,48,88,-2039157923,1049412620
48,88,-1848765190,-371442769,48,88,-2039157923,1049412620
48,89,-811787300,-1094078700,48,89,1645723384,292853557
48,90,-1900775436,753450342,48,90,-1349102889,1605839573
48,96,-868269995,792954989,48,96,1395212087,-1588911664
48,97,-1825014564,1633221958,48,97,1550784945,780983988
48,97,-1825014564,1633221958,48,97,-1278507307,2081454250
48,97,1987683496,-767731649,48,97,1550784945,780983988
48,97,1987683496,-767731649,48,97,-1278507307,2081454250
48,97,1373558716,1695855087,48,97,1550784945,780983988
48,97,1373558716,1695855087,48,97,-1278507307,2081454250
48,97,1203282137,1113909750,48,97,1550784945,780983988
48,97,1203282137,1113909750,48,97,-1278507307,2081454250
48,98,-999844681,1931535941,48,98,-1369691147,-563998758
48,98,-999844681,1931535941,48,98,-66658446,825856112
49,3,1300377398,341487687,,,,
49,3,-682077416,355879711,,,,
49,18,808526490,1327894151,,,,
49,18,384486802,607575208,,,,
49,18,1932524484,1437748984,,,,
49,20,-1762402815,-668396840,,,,
49,21,-1748606025,-1098578933,,,,
49,27,406348479,1629593721,,,,
49,27,-2054019040,-1709410370,,,,
49,35,1890388565,1830494673,,,,
49,47,1232353890,162554726,,,,
49,49,1603552512,-1309476293,,,,
49,49,-2066819004,-1425550152,,,,
49,50,1073627454,823123816,,,,
49,50,-931273122,1885365439,,,,
49,54,1727412598,1318966749,,,,
,,,,49,2,-1685012702,298089210
,,,,49,2,-2030247951,531628887
,,,,49,4,1030065742,-1257807956
,,,,49,4,-1076781515,-1907161955
,,,,49,6,-991754770,822550226
,,,,49,8,-1581119798,178502621
,,,,49,8,-1114689915,-988717148
,,,,49,15,-1158153981,1355275845
,,,,49,17,1664623678,1344486381
,,,,49,17,-2002288456,2094344696
,,,,49,17,711362403,654549723
,,,,49,31,-700747320,-903604091
,,,,49,38,1485770888,-505389344
,,,,49,38,-1709532612,459778870
,,,,49,42,52959770,-887359658
,,,,49,45,1324553781,151007029
,,,,49,45,2021790080,890083359
,,,,49,45,-272063229,1232838351
,,,,49,45,-1913554763,-1731216466
,,,,49,45,-1408346691,1895858145
,,,,49,45,1356598318,203119161
,,,,49,52,-1284004025,423168773
48,98,413010935,-2122636379,48,98,-1369691147,-563998758
48,98,413010935,-2122636379,48,98,-66658446,825856112
48,99,758386298,1916604511,48,99,506853562,-1102491628
48,99,-1026138789,-1760965372,48,99,506853562,-1102491628
49,0,-1833712774,-883938109,49,0,-1338878055,1532157887
49,0,-1833712774,-883938109,49,0,-28130846,1389315357
49,0,-1833712774,-883938109,49,0,-1474778588,-486110486
49,5,86732458,1799398984,49,5,385608429,-176467593
49,7,-1321848737,850676099,49,7,-803733525,-1451801751
49,7,-1321848737,850676099,49,7,303601915,1678057121
49,7,-1321848737,850676099,49,7,-968342416,1235007533
49,9,438450172,56539647,49,9,-233666441,937056567
49,9,438450172,56539647,49,9,-168386274,-1532342940
49,11,-676680026,-563198756,49,11,2133084040,174977734
49,12,-1868864416,-513512157,49,12,1411078991,902938005
49,12,-1868864416,-513512157,49,12,1872057157,-175039582
49,12,-1868864416,-513512157,49,12,38726632,731685079
49,16,2028573710,747007723,49,16,-46656386,-206611658
49,16,2028573710,747007723,49,16,1352458933,56588176
49,19,1095601644,1156794225,49,19,-1123618370,-1886612195
49,22,-647404786,-1417432071,49,22,-628812714,-667366265
49,22,-1875195545,-573263460,49,22,-628812714,-667366265
49,23,-913026649,682323660,49,23,350089766,1233396466
49,24,570815276,-642808554,49,24,-1136072740,335438142
49,26,-984307401,1460111676,49,26,-1967855517,659649870
49,26,-984307401,1460111676,49,26,1329534781,1252065743
49,26,1112622918,-1656997332,49,26,-1967855517,659649870
49,26,1112622918,-1656997332,49,26,1329534781,1252065743
49,29,1825095536,2010318348,49,29,-598044621,-380570210
49,30,-2007062741,547435768,49,30,1802423223,-898882737
49,30,-2007062741,547435768,49,30,-2067465374,185155396
49,30,-2007062741,547435768,49,30,-526469148,-1962726482
49,30,-2007062741,547435768,49,30,214878659,-909848818
49,33,-1873556122,-62611216,49,33,1756556711,1116275342
49,34,454165345,-293107015,49,34,-1403806572,1429563017
49,37,-1839632749,1343076714,49,37,1322986481,1678110656
49,39,422124442,91895236,49,39,837514506,248410423
49,39,422124442,91895236,49,39,1090328397,1115777642
49,39,422124442,91895236,49,39,37442824,-1245664817
49,40,-1499996959,-1206506087,49,40,1662822847,-1595059757
49,41,-140509907,1752107509,49,41,911760091,-2134912364
49,41,-140509907,1752107509,49,41,-2069957405,1278250555
49,43,-1450979206,-1323019286,49,43,-1077589236,-268247238
49,43,-1450979206,-1323019286,49,43,1442153317,429631448
49,44,-1049044336,-355550826,49,44,1211528300,-1390233775
49,44,26301791,1855842986,49,44,1211528300,-1390233775
49,44,-2096291315,1613897643,49,44,1211528300,-1390233775
49,46,1022801632,978265093,49,46,-1528405259,1414598622
49,46,1022801632,978265093,49,46,1467044410,-1004834471
49,46,1022801632,978265093,49,46,754999926,-1403777936
49,46,-1632164843,1701742227,49,46,-1528405259,1414598622
49,46,-1632164843,1701742227,49,46,1467044410,-1004834471
49,46,-1632164843,1701742227,49,46,754999926,-1403777936
49,46,537298154,647521130,49,46,-1528405259,1414598622
49,46,537298154,647521130,49,46,1467044410,-1004834471
49,46,537298154,647521130,49,46,754999926,-1403777936
49,48,-1297765195,-773652117,49,48,-1650311268,1232472266
49,51,1676019609,-724628446,49,51,1361516794,-930811593
49,53,-1562542522,-284552837,49,53,-481652193,-956797547
49,53,-2146529183,1779358689,49,53,-481652193,-956797547
49,55,-1663072472,55413241,49,55,674658465,-916358224
49,55,-1663072472,55413241,49,55,-1755023219,-1539445651
49,56,256256058,2110121584,,,,
49,61,-1483618764,-311183898,,,,
49,63,-1861478550,636203056,,,,
49,63,-1709394810,-1395083950,,,,
49,65,2137121127,1433108428,,,,
49,67,-958667834,-157862846,,,,
49,67,245083202,-545708257,,,,
49,68,-896582941,905142219,,,,
49,68,-1199491540,535659031,,,,
49,69,2019134036,-1052941298,,,,
49,69,-1328583096,-1294254519,,,,
49,71,-2111579614,-2117970070,,,,
49,76,479605852,-244532092,,,,
49,77,-796110159,349216915,,,,
49,77,128892677,1655123137,,,,
49,82,-37079232,-1178007593,,,,
49,82,-1053701853,-840435828,,,,
49,85,-1848488876,-866102198,,,,
49,90,-1694347144,-371740759,,,,
49,90,-1174211319,1779053973,,,,
49,90,-450329136,-1550054406,,,,
49,95,685984477,-731498714,,,,
49,95,1118858146,-3768802,,,,
49,95,234825370,-980150441,,,,
49,97,842815164,978131836,,,,
50,4,-1774864718,-2070812864,,,,
50,9,-406298106,1909310884,,,,
50,9,865573267,523852241,,,,
50,12,1628322619,928713842,,,,
,,,,49,57,1848998973,151050137
,,,,49,58,-212586555,-1127221431
,,,,49,58,845853581,1914348435
,,,,49,59,-1974884060,30673363
,,,,49,66,-2065504617,-534237400
,,,,49,66,2035656947,1553429331
,,,,49,66,1560389704,1441402968
,,,,49,66,242427522,1723702690
,,,,49,66,-1737360093,-1269015010
,,,,49,70,1532317211,1379142427
,,,,49,70,-1481137113,683848267
,,,,49,72,-1234500718,-1526169160
,,,,49,72,332942511,1647687762
,,,,49,72,-396912351,-182984978
,,,,49,78,980270916,-1978294149
,,,,49,88,532011949,-1231685257
,,,,49,88,1509172418,914598657
,,,,49,94,139794949,272572648
,,,,49,96,-175468125,180674519
,,,,49,96,-1582268985,1469293505
,,,,50,1,-659916981,-796747473
,,,,50,7,286944702,-592007645
,,,,50,8,-515794009,-1860489542
,,,,50,8,6527626,344520995
,,,,50,10,521743651,1177437735
,,,,50,10,-1633003297,-1005301531
,,,,50,10,-1510112402,-847780922
,,,,50,14,-140010777,1491807180
,,,,50,14,630835636,873761844
,,,,50,15,1501657639,2067066316
,,,,50,15,-1986501469,-648642965
,,,,50,18,-1648397072,1526960516
,,,,50,18,1378980824,449323282
,,,,50,18,2098640906,2122274617
49,55,-1663072472,55413241,49,55,1791700964,1840031076
49,60,1040300570,-1003520096,49,60,96069045,-1558623516
49,62,-601755397,1201298251,49,62,1678357338,1797186098
49,62,585785532,1001426005,49,62,1678357338,1797186098
49,64,165643879,1164030554,49,64,-1873130737,82455708
49,64,165643879,1164030554,49,64,1528188267,-1321873368
49,73,-2111570548,2008593192,49,73,-115731433,-727280737
49,74,1623172738,-1442004925,49,74,1530436023,-127595369
49,75,-581112500,-690142507,49,75,927143013,-1276899926
49,80,-681890654,1459473118,49,80,1851981281,427177613
49,80,1874841764,1284106370,49,80,1851981281,427177613
49,81,-214504272,-1489308713,49,81,-1594258788,-401097207
49,83,629206955,2055393367,49,83,-2083867542,-1666727866
49,84,1236079101,799467571,49,84,-1282853202,1136432099
49,86,-1472417909,-1439148105,49,86,1717685390,-1249485964
49,86,1164740989,-1611160109,49,86,1717685390,-1249485964
49,87,-2042942610,-673192723,49,87,-1297781183,43256753
49,89,-171347580,1212331317,49,89,-1480304446,959589993
49,89,-171347580,1212331317,49,89,851606617,-1485691779
49,89,-171347580,1212331317,49,89,-2027777656,2025827854
49,89,-171347580,1212331317,49,89,284254381,-754198880
49,89,-171347580,1212331317,49,89,78784811,-1487510541
49,93,-1311019132,-1826775736,49,93,1399941032,454581302
49,93,-1311019132,-1826775736,49,93,-1480260489,261655379
49,98,-897185677,-1258264907,49,98,257403566,-1972178600
49,98,-897185677,-1258264907,49,98,-1161278306,-1136610619
49,98,-897185677,-1258264907,49,98,-1023679675,-1475725989
49,98,-897185677,-1258264907,49,98,1461234132,-4556899
49,99,528761819,475702691,49,99,277608864,279046333
49,99,528761819,475702691,49,99,1151207831,-1512875140
49,99,528761819,475702691,49,99,-687278167,80259360
49,99,528761819,475702691,49,99,1852191355,-1474827018
50,0,687417332,730732617,50,0,-1824880775,-35128589
50,5,-334506505,2009181808,50,5,1497265580,-1998074451
50,6,1095165602,-1852399600,50,6,1507403846,737358151
50,11,1730159648,281685847,50,11,-1359403255,-1762314741
50,17,1829798014,-1100486685,50,17,-246789256,1556127202
50,22,1157106801,-1101723025,,,,
50,24,-1201239141,-1138545466,,,,
50,25,-1777750470,-809685747,,,,
50,26,268212518,-913886894,,,,
50,26,138608861,2137814134,,,,
50,26,1167098783,-1403193232,,,,
50,26,305374640,1888752364,,,,
50,27,-1613965608,-1694191800,,,,
